Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Sony Xperia L3 LTE-A AM I3322  (Sony Dragon),May 2019,MediaTek Helio P22 MT6762,3300 mAh,3 GB,32 GB,12 MP,7 MP,720x1440,Color IPS TFT LCD,Google Android 8.1 (Oreo)
Sony Xperia 1 Global Dual SIM TD-LTE J9110  (Sony Kumano),Jun 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3330 mAh,6 GB,128 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 1 Global TD-LTE J8110 / PF13  (Sony Kumano),Jun 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3330 mAh,6 GB,128 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia Ace LTE-A JP SO-02L  (Sony Houou),Jun 2019,Qualcomm Snapdragon 630 SDM630,2700 mAh,4 GB,64 GB,12 MP,8 MP,1080x2160,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 1 WiMAX 2+ JP SOV40  (Sony Kumano),Jun 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3200 mAh,6 GB,64 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 1 TD-LTE JP 802SO  (Sony Kumano),Jun 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3200 mAh,6 GB,64 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 1 TD-LTE JP SO-03L  (Sony Kumano),Jun 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3200 mAh,6 GB,64 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 1 Global TD-LTE J8170  (Sony Kumano),Jul 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3330 mAh,6 GB,128 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia Ace TD-LTE JP J3173 / J3137  (Sony Houou),Sep 2019,Qualcomm Snapdragon 630 SDM630,2700 mAh,4 GB,64 GB,12 MP,8 MP,1080x2160,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 5 Global TD-LTE J8210  (Sony Horus),Oct 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3140 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 5 Global Dual SIM TD-LTE J9210  (Sony Horus),Oct 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3140 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 1 Professional Edition Global Dual SIM TD-LTE J9150  (Sony Kumano),Oct 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3330 mAh,6 GB,128 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 5 WiMAX 2+ SOV41  (Sony Horus),Oct 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3140 mAh,6 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 5 TD-LTE JP 901SO  (Sony Horus),Oct 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3140 mAh,6 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 8 TD-LTE JP 902SO  (Sony Himiko),Oct 2019,Qualcomm Snapdragon 630 SDM630,2760 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 8 WiMAX 2+ SOV42 / Xperia 8 Lite SOV42-u  (Sony Himiko),Oct 2019,Qualcomm Snapdragon 630 SDM630,2760 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 5 Global TD-LTE J8270  (Sony Horus),Oct 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3140 mAh,6 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia 5 TD-LTE JP SO-01M  (Sony Horus),Nov 2019,Qualcomm Snapdragon 855 SM8150 (Hana),3140 mAh,6 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 9.0 (Pie)
Sony Xperia L4 TD-LTE EMEA XQ-AD51  (Sony PDX-202),Apr 2020,MediaTek Helio P22 MT6762,3580 mAh,3 GB,64 GB,13 MP,8 MP,720x1680,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia L4 Dual SIM TD-LTE EMEA XQ-AD52  (Sony PDX-202),Apr 2020,MediaTek Helio P22 MT6762,3580 mAh,3 GB,64 GB,13 MP,8 MP,720x1680,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 1 II 5G Global TD-LTE XQ-AT51  (Sony PDX-203),May 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia 1 II 5G Global Dual SIM TD-LTE XQ-AT52  (Sony PDX-203),May 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia 10 II TD-LTE JP A001SO  (Sony PDX-201),May 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),3600 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 10 II TD-LTE JP SO-41A  (Sony PDX-201),May 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),3600 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 10 II Global TD-LTE XQ-AU51 / Xperia 10 Mk. 2  (Sony PDX-201),May 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),3600 mAh,4 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 10 II Global Dual SIM TD-LTE Sony XQ-AU52 / Xperia 10 Mk. 2  (Sony PDX-201),May 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),3600 mAh,4 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 1 II 5G TD-LTE JP SOG01  (Sony PDX-203),May 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,128 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia 10 II WiMAX 2 + SOV43  (Sony PDX-201),Jun 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),3600 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 1 II 5G TD-LTE JP SO-51A  (Sony PDX-203),Jun 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,128 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia 8 Lite TD-LTE JP J3273  (Sony Himiko),Sep 2020,Qualcomm Snapdragon 630 SDM630,2870 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,Color IPS TFT LCD,Google Android 9.0 (Pie)
Sony Xperia 10 II Dual SIM TD-LTE JP XQ-AU42  (Sony PDX-201),Oct 2020,Qualcomm Snapdragon 665 SM6125 (Trinket),3600 mAh,4 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 5 II 5G Dual SIM TD-LTE APAC 256GB XQ-AS72  (Sony PDX-206),Oct 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,256 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 5 II 5G TD-LTE JP A002SO  (Sony PDX-206),Oct 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 5 II 5G TD-LTE JP SOG02  (Sony PDX-206),Oct 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 5 II 5G Global Dual SIM TD-LTE XQ-AS52  (Sony PDX-206),Oct 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 1 II 5G Dual SIM TD-LTE CN XQ-AT72  (Sony PDX-203),Oct 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia 1 II 5G Dual SIM TD-LTE JP XQ-AT42  (Sony PDX-203),Oct 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia 1 II 5G Green Edition Global Dual SIM TD-LTE XQ-AT52/G  (Sony PDX-203),Nov 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia 5 II 5G TD-LTE JP SO-52A  (Sony PDX-206),Nov 2020,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia Pro 5G UW 2021 Dual SIM TD-LTE JP 512GB XQ-AQ52  (Sony PDX-204),Feb 2021,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia Pro 5G UW 2021 Dual SIM TD-LTE US 512GB XQ-AQ62  (Sony PDX-204),Feb 2021,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia 5 III 5G Dual SIM TD-LTE APAC 256GB XQ-BQ72  (Sony PDX-214),May 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,256 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia Pro 5G 2021 Global Dual SIM TD-LTE 512GB  (Sony PDX-204),May 2021,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 10 (Q)
Sony Xperia Ace II LTE-A JP SO-41B,May 2021,MediaTek Helio P35 MT6765,4500 mAh,4 GB,64 GB,13 MP,8 MP,720x1496,Color IPS TFT LCD,Google Android 11 (R)
Sony Xperia 5 II 5G Dual SIM TD-LTE JP 256GB XQ-AS42  (Sony PDX-206),May 2021,Qualcomm Snapdragon 865 5G SM8250 (Kona),4000 mAh,8 GB,256 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 10 (Q)
Sony Xperia 1 III 5G Dual SIM TD-LTE APAC 512GB XQ-BC72  (Sony PDX-215),May 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia 1 III 5G Dual SIM TD-LTE APAC 256GB XQ-BC72  (Sony PDX-215),May 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia 10 III 5G Global Dual SIM TD-LTE 128GB XQ-BT52  (Sony PDX-213),May 2021,Qualcomm Snapdragon 690 5G SM6350,4500 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 1 III 5G UW TD-LTE JP SOG03  (Sony PDX-215),Jun 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia 1 III 5G Dual SIM TD-LTE EMEA XQ-BC52 / XQ-AC52  (Sony PDX-215),Jun 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia 10 III 5G TD-LTE JP 128GB SOG04  (Sony PDX-213),Jun 2021,Qualcomm Snapdragon 690 5G SM6350,4500 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 10 III 5G TD-LTE JP 128GB SO-52B  (Sony PDX-213),Jun 2021,Qualcomm Snapdragon 690 5G SM6350,4500 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 1 III 5G Dual SIM TD-LTE NA 256GB XQ-BC62  (Sony PDX-215),Jul 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia 5 III 5G Global Dual SIM TD-LTE XQ-BQ52  (Sony PDX-214),Jul 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 10 III 5G TD-LTE JP 128GB A102SO  (Sony PDX-213),Jul 2021,Qualcomm Snapdragon 690 5G SM6350,4500 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 1 III 5G UW TD-LTE JP A101SO  (Sony PDX-215),Jul 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia 1 III 5G UW TD-LTE JP SO-51B  (Sony PDX-215),Jul 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,256 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia 5 III 5G Dual SIM TD-LTE NA XQ-BQ62  (Sony PDX-214),Aug 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 10 III Lite 5G Dual SIM TD-LTE JP 64GB XQ-BT44  (Sony PDX-213),Aug 2021,Qualcomm Snapdragon 690 5G SM6350,4500 mAh,6 GB,64 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 5 III 5G TD-LTE JP 128GB A103SO  (Sony PDX-214),Nov 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 5 III 5G TD-LTE JP 128GB SOG05  (Sony PDX-214),Nov 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 5 III 5G TD-LTE JP 128GB SO-53B  (Sony PDX-214),Nov 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 1 III 5G Dual SIM TD-LTE JP 512GB XQ-BC42  (Sony PDX-215),Nov 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia Pro-I 2021 5G Dual SIM TD-LTE EMEA XQ-BE52  (Sony PDX-217),Dec 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia Pro-I 2021 5G Dual SIM TD-LTE NA XQ-BE62  (Sony PDX-217),Dec 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia Pro-I 2021 5G Dual SIM TD-LTE JP XQ-BE42  (Sony PDX-217),Dec 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia Pro-I 2021 5G Dual SIM TD-LTE APAC XQ-BE72  (Sony PDX-217),Dec 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,12 GB,512 GB,12 MP,8 MP,1644x3840,AM-OLED,Google Android 11 (R)
Sony Xperia 5 III 5G Dual SIM TD-LTE JP 256GB XQ-BQ42  (Sony PDX-214),Apr 2022,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4500 mAh,8 GB,256 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 11 (R)
Sony Xperia 1 IV 5G Dual SIM TD-LTE APAC 512GB XQ-CT72  (Sony PDX-223),May 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,512 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 12 (S)
Sony Xperia 1 IV 5G Dual SIM TD-LTE APAC 256GB XQ-CT72  (Sony PDX-223),May 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 12 (S)
Sony Xperia 10 IV 5G Dual SIM TD-LTE APAC 128GB XQ-CC72  (Sony PDX-225),Jun 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 10 IV 5G Global Dual SIM TD-LTE 128GB XQ-CC54  (Sony PDX-225),Jun 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 1 IV 5G UW Dual SIM TD-LTE JP 256GB XQ-CT24 A201SO  (Sony PDX-223),Jun 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 12 (S)
Sony Xperia 1 IV 5G UW Dual SIM TD-LTE JP 256GB XQ-CT14 SOG06  (Sony PDX-223),Jun 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 12 (S)
Sony Xperia 1 IV 5G UW Dual SIM TD-LTE JP 256GB XQ-CT04 SO-51C  (Sony PDX-223),Jun 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 12 (S)
Sony Xperia Ace III 5G TD-LTE JP 64GB SOG08  (Sony PDX-226),Jun 2022,Qualcomm Snapdragon 480 5G SM4350 (Holi),4500 mAh,4 GB,64 GB,13 MP,5 MP,720x1496,Color IPS TFT LCD,Google Android 12 (S)
Sony Xperia Ace III 5G TD-LTE JP 64GB A203SO  (Sony PDX-226),Jun 2022,Qualcomm Snapdragon 480 5G SM4350 (Holi),4500 mAh,4 GB,64 GB,13 MP,5 MP,720x1496,Color IPS TFT LCD,Google Android 12 (S)
Sony Xperia Ace III 5G TD-LTE JP 64GB SO-53C  (Sony PDX-226),Jun 2022,Qualcomm Snapdragon 480 5G SM4350 (Holi),4500 mAh,4 GB,64 GB,13 MP,5 MP,720x1496,Color IPS TFT LCD,Google Android 12 (S)
Sony Xperia 1 IV 5G Dual SIM TD-LTE EMEA 256GB XQ-CT54  (Sony PDX-223),Jun 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 12 (S)
Sony Xperia 10 IV 5G Dual SIM TD-LTE JP 128GB XQ-CC44  (Sony PDX-225),Jul 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 10 IV 5G TD-LTE JP 128GB A202SO  (Sony PDX-225),Jul 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 10 IV 5G TD-LTE JP 128GB SOG07  (Sony PDX-225),Jul 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 10 IV 5G TD-LTE JP 128GB SO-52C  (Sony PDX-225),Jul 2022,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,12 MP,8 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 1 IV 5G UW Dual SIM TD-LTE NA 512GB XQ-CT62  (Sony PDX-223),Sep 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,12 GB,512 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 12 (S)
Sony Xperia 5 IV 5G Dual SIM TD-LTE APAC 256GB XQ-CQ72  (Sony PDX-224),Sep 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,8 GB,256 GB,12 MP,12 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 1 IV 5G Dual SIM TD-LTE JP 512GB XQ-CT44  (Sony PDX-223),Sep 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,16 GB,512 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 12 (S)
Sony Xperia 5 IV 5G Dual SIM TD-LTE EMEA 128GB XQ-CQ54  (Sony PDX-224),Sep 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,8 GB,128 GB,12 MP,12 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 5 IV 5G Dual SIM TD-LTE NA 128GB XQ-CQ62  (Sony PDX-224),Sep 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,8 GB,128 GB,12 MP,12 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 5 IV 5G Dual SIM TD-LTE JP 128GB A204SO  (Sony PDX-224),Oct 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,8 GB,128 GB,12 MP,12 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 5 IV 5G Dual SIM TD-LTE JP 128GB SOG09  (Sony PDX-224),Oct 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,8 GB,128 GB,12 MP,12 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 5 IV 5G Dual SIM TD-LTE JP 128GB SO-54C  (Sony PDX-224),Oct 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,8 GB,128 GB,12 MP,12 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 5 IV 5G Dual SIM TD-LTE JP 128GB XQ-CQ44  (Sony PDX-224),Oct 2022,Qualcomm Snapdragon 8 Gen 1 5G SM8450 (Waipio),5000 mAh,8 GB,128 GB,12 MP,12 MP,1080x2520,AM-OLED,Google Android 12 (S)
Sony Xperia 10 V 5G Global Dual SIM TD-LTE 128GB XQ-DC54  (Sony PDX-235),Jun 2023,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 V 5G UW Gaming Edition Dual SIM TD-LTE JP 256GB XQ-DQ24 A301SO  (Sony PDX-234),Jun 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 V 5G UW Dual SIM TD-LTE JP 256GB XQ-DQ14 SOG10  (Sony PDX-234),Jun 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 V 5G UW Dual SIM TD-LTE JP 256GB XQ-DQ04 SO-51D   (Sony PDX-234),Jun 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 V 5G Dual SIM TD-LTE EMEA 256GB XQ-DQ54  (Sony PDX-234),Jun 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 V 5G Dual SIM TD-LTE APAC 512GB XQ-DQ72  (Sony PDX-234),Jun 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,12 GB,512 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 V 5G Dual SIM TD-LTE APAC 256GB XQ-DQ72  (Sony PDX-234),Jun 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 10 V 5G Dual SIM TD-LTE APAC 128GB XQ-DC72  (Sony PDX-235),Jul 2023,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,8 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 10 V 5G Dual SIM TD-LTE JP 128GB A302SO  (Sony PDX-235),Jul 2023,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 10 V 5G Dual SIM TD-LTE JP 128GB SOG11  (Sony PDX-235),Jul 2023,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 10 V 5G Dual SIM TD-LTE JP 128GB SO-52D  (Sony PDX-235),Jul 2023,Qualcomm Snapdragon 695 5G SM6375,5000 mAh,6 GB,128 GB,48 MP,8 MP,1080x2520,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 V 5G Dual SIM TD-LTE JP 512GB XQ-DQ44  (Sony PDX-234),Jul 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,16 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 13 (Tiramisu)
Sony Xperia 1 V 5G UW Dual SIM TD-LTE NA 256GB XQ-DQ62  (Sony PDX-234),Jul 2023,Qualcomm Snapdragon 8 Gen 2 5G SM8550-AB (Kalama),5000 mAh,12 GB,256 GB,12 MP,12 MP,1644x3840,AM-OLED,Google Android 13 (Tiramisu)
