Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Apple iPhone 13 Pro Max 5G A2645 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2645 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2645 Dual SIM TD-LTE RU KZ 512GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2626 Dual SIM TD-LTE JP CA MX 128GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2626 Dual SIM TD-LTE JP CA MX 512GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,512 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2626 Dual SIM TD-LTE JP CA MX 256GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2631 Dual SIM TD-LTE JP CA MX 512GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2631 Dual SIM TD-LTE JP CA MX 256GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 5G A2631 Dual SIM TD-LTE JP CA MX 128GB  (Apple iPhone 14.5),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),3227 mAh,4 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2636 Dual SIM TD-LTE JP CA MX 1TB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,1000 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2636 Dual SIM TD-LTE JP CA MX 128GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2636 Dual SIM TD-LTE JP CA MX 256GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro 5G A2636 Dual SIM TD-LTE JP CA MX 512GB  (Apple iPhone 14.2),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),3095 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2641 Dual SIM TD-LTE JP CA MX 1TB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,1000 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2641 Dual SIM TD-LTE JP CA MX 128GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2641 Dual SIM TD-LTE JP CA MX 256GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 Pro Max 5G A2641 Dual SIM TD-LTE JP CA MX 512GB  (Apple iPhone 14.3),Sep 2021,Apple A15 Bionic APL1007 / APL1W07 (T8110),4352 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2629 Dual SIM TD-LTE CN 512GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,512 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2629 Dual SIM TD-LTE CN 256GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,256 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone 13 mini 5G A2630 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 14.4),Sep 2021,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2406 mAh,4 GB,128 GB,12 MP,12 MP,1080x2340,AM-OLED,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2595 Dual SIM TD-LTE NA 128GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,128 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2785 Dual SIM TD-LTE CN 256GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,256 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2785 Dual SIM TD-LTE CN 128GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,128 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2783 Global Dual SIM TD-LTE 256GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,256 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2783 Global Dual SIM TD-LTE 128GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,128 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2785 Dual SIM TD-LTE CN 64GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,64 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2784 Dual SIM TD-LTE RU KZ 64GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,64 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2782 Dual SIM TD-LTE JP 64GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,64 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2595 Dual SIM TD-LTE NA 64GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,64 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2783 Global Dual SIM TD-LTE 64GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,64 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2784 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,256 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2784 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,128 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2782 Dual SIM TD-LTE JP 256GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,256 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2782 Dual SIM TD-LTE JP 128GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,128 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone SE 5G 2022 3rd gen A2595 Dual SIM TD-LTE NA 256GB  (Apple iPhone 14.6),Mar 2022,Apple A15 Bionic Lite APL1007 / APL1W07 (T8110),2018 mAh,4 GB,256 GB,12 MP,7 MP,750x1334,Color IPS TFT LCD,Apple iOS 15
Apple iPhone 14 Pro 5G A2890 Global Dual SIM TD-LTE 512GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,512 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2894 Global Dual SIM TD-LTE 512GB  (Apple iPhone 15.3),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,512 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2892 Dual SIM TD-LTE CN HK 128GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,128 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2892 Dual SIM TD-LTE CN HK 256GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,256 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2892 Dual SIM TD-LTE CN HK 512GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,512 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2892 Dual SIM TD-LTE CN HK 1TB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,1000 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2891 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,128 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2891 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,256 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2891 Dual SIM TD-LTE RU KZ 512GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,512 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2891 Dual SIM TD-LTE RU KZ 1TB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,1000 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2889 Dual SIM TD-LTE JP CA MX SA 128GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,128 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2889 Dual SIM TD-LTE JP CA MX SA 256GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,256 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2889 Dual SIM TD-LTE JP CA MX SA 512GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,512 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2889 Dual SIM TD-LTE JP CA MX SA 1TB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,1000 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro UW 5G A2650 Dual SIM TD-LTE US 128GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,128 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro UW 5G A2650 Dual SIM TD-LTE US 256GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,256 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro UW 5G A2650 Dual SIM TD-LTE US 512GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,512 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro UW 5G A2650 Dual SIM TD-LTE US 1TB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,1000 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2890 Global Dual SIM TD-LTE 128GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,128 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2890 Global Dual SIM TD-LTE 256GB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,256 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro 5G A2890 Global Dual SIM TD-LTE 1TB  (Apple iPhone 15.2),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),3200 mAh,6 GB,1000 GB,48 MP,12 MP,1179x2556,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2896 Dual SIM TD-LTE CN HK 1TB  (Apple iPhone 15.3),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,1000 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2896 Dual SIM TD-LTE CN HK 128GB  (Apple iPhone 15.3),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,128 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2896 Dual SIM TD-LTE CN HK 256GB  (Apple iPhone 15.3),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,256 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2896 Dual SIM TD-LTE CN HK 512GB  (Apple iPhone 15.3),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,512 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2895 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 15.3),Sep 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,128 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2884 Dual SIM TD-LTE CN HK 128GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2884 Dual SIM TD-LTE CN HK 512GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2884 Dual SIM TD-LTE CN HK 256GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2881 Dual SIM TD-LTE JP CA MX SA 128GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2881 Dual SIM TD-LTE JP CA MX SA 256GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2881 Dual SIM TD-LTE JP CA MX SA 512GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2883 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2883 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2883 Dual SIM TD-LTE RU KZ 512GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 UW 5G A2649 Dual SIM TD-LTE US 128GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 UW 5G A2649 Dual SIM TD-LTE US 256GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,256 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 UW 5G A2649 Dual SIM TD-LTE US 512GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2882 Global Dual SIM TD-LTE 512GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,512 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 5G A2882 Global Dual SIM TD-LTE 128GB  (Apple iPhone 14.7),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),3279 mAh,6 GB,128 GB,12 MP,12 MP,1170x2532,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2886 Global Dual SIM TD-LTE 256GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus UW 5G A2632 Dual SIM TD-LTE US 512GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus UW 5G A2632 Dual SIM TD-LTE US 128GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus UW 5G A2632 Dual SIM TD-LTE US 256GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2886 Global Dual SIM TD-LTE 128GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2886 Global Dual SIM TD-LTE 512GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2888 Dual SIM TD-LTE CN HK 512GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2888 Dual SIM TD-LTE CN HK 256GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2888 Dual SIM TD-LTE CN HK 128GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2887 Dual SIM TD-LTE RU KZ 128GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2887 Dual SIM TD-LTE RU KZ 512GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2887 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2885 Dual SIM TD-LTE JP CA MX SA 512GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,512 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2885 Dual SIM TD-LTE JP CA MX SA 256GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,256 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Plus 5G A2885 Dual SIM TD-LTE JP CA MX SA 128GB  (Apple iPhone 14.8),Sep 2022,Apple A15 Bionic APL1007 / APL1W07 (T8110),4325 mAh,6 GB,128 GB,12 MP,12 MP,1284x2778,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2895 Dual SIM TD-LTE RU KZ 256GB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,256 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2895 Dual SIM TD-LTE RU KZ 1TB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,1000 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2895 Dual SIM TD-LTE RU KZ 512GB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,512 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2893 Dual SIM TD-LTE JP CA MX SA 128GB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,128 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2893 Dual SIM TD-LTE JP CA MX SA 1TB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,1000 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2893 Dual SIM TD-LTE JP CA MX SA 512GB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,512 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max 5G A2893 Dual SIM TD-LTE JP CA MX SA 256GB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,256 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max UW 5G A2651 Dual SIM TD-LTE US 1TB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,1000 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
Apple iPhone 14 Pro Max UW 5G A2651 Dual SIM TD-LTE US 512GB  (Apple iPhone 15.3),Oct 2022,Apple A16 Bionic APL1010 / APL1W10 (T8120),4323 mAh,6 GB,512 GB,48 MP,12 MP,1290x2796,AM-OLED,Apple iOS 16
