Nama Produk,Tahun Rilis,CPU,Kapasitas Baterai,RAM,Memori Internal,Kamera Utama,Kamera Selfie,Resolusi,Tipe Layar,Operasi Sistem
Vivo X60 5G Standard Edition Dual SIM TD-LTE CN 256GB V2046A  (BBK V2046),Jan 2021,Samsung Exynos 1080 5G S5E9815,4300 mAh,8 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60 Pro+ 5G Standard Edition Dual SIM TD-LTE CN 128GB V2056A  (BBK V2056),Jan 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4200 mAh,8 GB,128 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60 Pro+ 5G Premium Edition Dual SIM TD-LTE CN 256GB V2056A  (BBK V2056),Jan 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4200 mAh,12 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo Y72 5G Standard Edition Dual SIM TD-LTE V1 TH VN 128GB V2041  (BBK V2041),Mar 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,6 GB,128 GB,63 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y72 5G Premium Edition Dual SIM TD-LTE V1 TH VN 128GB V2041  (BBK V2041),Mar 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,8 GB,128 GB,63 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y72 5G Premium Edition Dual SIM TD-LTE V2 TW 128GB V2041  (BBK V2041),Mar 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,8 GB,128 GB,63 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y72 5G Premium Edition Global Dual SIM TD-LTE V3 128GB V2041  (BBK V2041),Mar 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,8 GB,128 GB,63 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo X60 5G Standard Edition Dual SIM TD-LTE APAC V3 128GB V2045  (BBK V2045),Mar 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4300 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60 Curved Screen 5G Standard Edition Dual SIM TD-LTE CN 128GB V2059A  (BBK V2059),Mar 2021,Samsung Exynos 1080 5G S5E9815,4200 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60 5G Premium Edition Dual SIM TD-LTE APAC V3 256GB V2045  (BBK V2045),Mar 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4300 mAh,12 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60 5G Premium Edition Dual SIM TD-LTE IN V1 256GB V2045  (BBK V2045),Mar 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4300 mAh,12 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60 Curved Screen 5G Premium Edition Dual SIM TD-LTE CN 256GB V2059A   (BBK V2059),Mar 2021,Samsung Exynos 1080 5G S5E9815,4200 mAh,12 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60 Curved Screen 5G Standard Edition Dual SIM TD-LTE CN 256GB V2059A   (BBK V2059),Mar 2021,Samsung Exynos 1080 5G S5E9815,4200 mAh,8 GB,256 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo S9 5G 2021 Standard Edition Dual SIM TD-LTE CN 128GB V2072A  (BBK V2072A),Mar 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4000 mAh,8 GB,128 GB,63 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo Y12s 2021 Dual SIM TD-LTE V1 IN 32GB V2033 / V2069  (BBK V2033),Mar 2021,Qualcomm Snapdragon 439 SDM439,5000 mAh,3 GB,32 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y52s t1 version 5G Dual SIM TD-LTE CN 128GB V2054A   (BBK V2054A),Mar 2021,Qualcomm Snapdragon 480 5G SM4350 (Holi),5000 mAh,8 GB,128 GB,48 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo S9 5G 2021 Premium Edition Dual SIM TD-LTE CN 256GB V2072A  (BBK V2072A),Mar 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4000 mAh,12 GB,256 GB,63 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo Y20G 2021 Dual SIM TD-LTE IN 64GB V2065  (BBK  V2065),Mar 2021,MediaTek Helio P35 MT6765,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Neo5 5G Standard Edition Dual SIM TD-LTE CN 128GB V2055A  (BBK V2055A),Mar 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4400 mAh,8 GB,128 GB,48 MP,15 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO Neo5 5G Premium Edition Dual SIM TD-LTE CN 256GB V2055A  (BBK V2055A),Mar 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4400 mAh,12 GB,256 GB,48 MP,15 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO Neo5 5G Standard Edition Dual SIM TD-LTE CN 256GB V2055A  (BBK V2055A),Mar 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4400 mAh,8 GB,256 GB,48 MP,15 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo X60 5G Standard Edition Dual SIM TD-LTE ID V2 128GB V2045  (BBK V2045),Mar 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4300 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60 5G Standard Edition Dual SIM TD-LTE IN V1 128GB V2045  (BBK V2045),Mar 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4300 mAh,8 GB,128 GB,48 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo S9e 5G 2020 Dual SIM TD-LTE CN 128GB V2048A  (BBK V2048),Mar 2021,MediaTek Dimensity 820 MT6875,4100 mAh,8 GB,128 GB,63 MP,32 MP,1080x2404,AM-OLED,Google Android 11 (R)
Vivo S9e 5G 2020 Dual SIM TD-LTE CN 256GB V2048A  (BBK V2048),Mar 2021,MediaTek Dimensity 820 MT6875,4100 mAh,8 GB,256 GB,63 MP,32 MP,1080x2404,AM-OLED,Google Android 11 (R)
Vivo Y52s t1 version 5G Dual SIM TD-LTE CN 256GB V2054A  (BBK V2054A),Apr 2021,Qualcomm Snapdragon 480 5G SM4350 (Holi),5000 mAh,8 GB,256 GB,48 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y52s 5G 2020 Premium Edition Dual SIM TD-LTE CN 256GB V2057A  (BBK V2057A),Apr 2021,MediaTek Dimensity 720 MT6853V/ZA,5000 mAh,8 GB,256 GB,48 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO Z3 5G Standard Edition Dual SIM TD-LTE CN 128GB V2073A  (BBK V2073A),Apr 2021,Qualcomm Snapdragon 768G 5G SM7250-AC,4400 mAh,6 GB,128 GB,64 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z3 5G Premium Edition Dual SIM TD-LTE CN 128GB V2073A  (BBK V2073A),Apr 2021,Qualcomm Snapdragon 768G 5G SM7250-AC,4400 mAh,8 GB,128 GB,64 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z3 5G Top Edition Dual SIM TD-LTE CN 256GB V2073A  (BBK V2073A),Apr 2021,Qualcomm Snapdragon 768G 5G SM7250-AC,4400 mAh,12 GB,256 GB,64 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z3 5G Premium Edition Dual SIM TD-LTE CN 256GB V2073A  (BBK V2073A),Apr 2021,Qualcomm Snapdragon 768G 5G SM7250-AC,4400 mAh,8 GB,256 GB,64 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO U3x 5G Standard Edition Dual SIM TD-LTE CN 128GB V2106A  (BBK V2106),Apr 2021,Qualcomm Snapdragon 480 5G SM4350 (Holi),5000 mAh,4 GB,128 GB,13 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO U3x 5G Top Edition Dual SIM TD-LTE CN 128GB V2106A  (BBK V2106),Apr 2021,Qualcomm Snapdragon 480 5G SM4350 (Holi),5000 mAh,8 GB,128 GB,13 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO U3x 5G Premium Edition Dual SIM TD-LTE CN 64GB V2106A  (BBK V2106),Apr 2021,Qualcomm Snapdragon 480 5G SM4350 (Holi),5000 mAh,6 GB,64 GB,13 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO 7 5G Standard Edition Dual SIM TD-LTE IN 128GB I2012  (BBK V2055A),Apr 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4400 mAh,8 GB,128 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO 7 5G Premium Edition Dual SIM TD-LTE IN 256GB I2012  (BBK V2055A),Apr 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4400 mAh,12 GB,256 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO 7 5G Standard Edition Dual SIM TD-LTE IN 256GB I2012  (BBK V2055A),Apr 2021,Qualcomm Snapdragon 870 5G SM8250-AC (Kona),4400 mAh,8 GB,256 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo V21e 2021 Dual SIM TD-LTE V1 EG MY PH NP BD PK 128GB V2061  (BBK V2061),May 2021,Qualcomm Snapdragon 720G SM7125 (Atoll),4000 mAh,8 GB,128 GB,63 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo V21e 2021 Dual SIM TD-LTE V2 RU KZ 128GB V2061  (BBK V2061),May 2021,Qualcomm Snapdragon 720G SM7125 (Atoll),4000 mAh,8 GB,128 GB,63 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO 7 Legend 5G Standard Edition Dual SIM TD-LTE IN 128GB I2009  (BBK V2049A),May 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4000 mAh,8 GB,128 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO 7 Legend 5G Premium Edition Dual SIM TD-LTE IN 256GB I2009  (BBK V2049A),May 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4000 mAh,12 GB,256 GB,48 MP,16 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO Z3 5G Standard Edition Dual SIM TD-LTE IN 128GB i2021  (BBK V2073A),Jun 2021,Qualcomm Snapdragon 768G 5G SM7250-AC,4400 mAh,6 GB,128 GB,64 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z3 5G Premium Edition Dual SIM TD-LTE IN 128GB i2021  (BBK V2073A),Jun 2021,Qualcomm Snapdragon 768G 5G SM7250-AC,4400 mAh,8 GB,128 GB,64 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z3 5G Premium Edition Dual SIM TD-LTE IN 256GB i2021  (BBK V2073A),Jun 2021,Qualcomm Snapdragon 768G 5G SM7250-AC,4400 mAh,8 GB,256 GB,64 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo V21e 5G Dual SIM TD-LTE V1 IN 128GB V2055  (BBK V2055),Jun 2021,MediaTek Dimensity 700 MT6833V/ZA,4000 mAh,8 GB,128 GB,63 MP,32 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo X60t Pro+ 5G Standard Edition Dual SIM TD-LTE CN 128GB V2056A  (BBK V2056),Jun 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4200 mAh,8 GB,128 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X60t Pro+ 5G Premium Edition Dual SIM TD-LTE CN 256GB V2056A  (BBK V2056),Jun 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4200 mAh,12 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo Y31s standard version 5G Dual SIM TD-LTE CN 128GB V2068A / Y31s t2  (BBK V2068A),Jun 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,6 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y12a 2021 Dual SIM TD-LTE V1 MY BD V2102  (BBK V2102),Jun 2021,Qualcomm Snapdragon 439 SDM439,5000 mAh,3 GB,32 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y12a 2021 Dual SIM TD-LTE V2 TH PH V2102  (BBK V2102),Jun 2021,Qualcomm Snapdragon 439 SDM439,5000 mAh,3 GB,32 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y31s t1 version 5G Dual SIM TD-LTE CN 64GB V2068A  (BBK V2068A),Jun 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y52 5G Dual SIM TD-LTE V1 TH 128GB V2053  (BBK V2053),Jun 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,4 GB,128 GB,48 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y52 5G Dual SIM TD-LTE V2 TW 128GB V2053  (BBK V2053),Jun 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,4 GB,128 GB,48 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y52 5G Global Dual SIM TD-LTE V3 128GB V2053  (BBK V2053),Jun 2021,MediaTek Dimensity 700 MT6833V/ZA,5000 mAh,4 GB,128 GB,48 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO U3x Normal 2021 Standard Edition Dual SIM TD-LTE CN V2143A  (BBK V2143),Jun 2021,MediaTek Helio G80 MT6769V/CU,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 10 (Q)
Vivo iQOO U3x Normal 2021 Premium Edition Dual SIM TD-LTE CN V2143A  (BBK V2143),Jun 2021,MediaTek Helio G80 MT6769V/CU,5000 mAh,6 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y70t 5G Standard Edition Dual SIM TD-LTE CN 128GB V2002A  (BBK V2002),Jun 2021,Samsung Exynos 880 5G S5E8805,4500 mAh,6 GB,128 GB,48 MP,8 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y70t 5G Premium Edition Dual SIM TD-LTE CN 128GB V2002A  (BBK V2002),Jun 2021,Samsung Exynos 880 5G S5E8805,4500 mAh,8 GB,128 GB,48 MP,8 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y70t 5G Premium Edition Dual SIM TD-LTE CN 256GB V2002A  (BBK V2002),Jun 2021,Samsung Exynos 880 5G S5E8805,4500 mAh,8 GB,256 GB,48 MP,8 MP,1080x2340,Color IPS TFT LCD,Google Android 10 (Q)
Vivo Y53s 4G Dual SIM TD-LTE IN V2058  (BBK  V2058),Jun 2021,MediaTek Helio G80 MT6769V/CU,5000 mAh,8 GB,128 GB,63 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y53s 5G Dual SIM TD-LTE CN 128GB V2111A  (BBK V2111A),Jun 2021,Qualcomm Snapdragon 480 5G SM4350 (Holi),5000 mAh,8 GB,128 GB,63 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y53s 5G Dual SIM TD-LTE CN 256GB V2111A  (BBK V2111A),Jun 2021,Qualcomm Snapdragon 480 5G SM4350 (Holi),5000 mAh,8 GB,256 GB,63 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo S10 5G 2021 Standard Edition Dual SIM TD-LTE CN 128GB V2121A  (BBK V2121),Jul 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4050 mAh,8 GB,128 GB,63 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo S10 5G 2021 Standard Edition Dual SIM TD-LTE CN 256GB V2121A  (BBK V2121),Jul 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4050 mAh,8 GB,256 GB,63 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo Y72 5G Premium Edition Dual SIM TD-LTE IN 128GB V2060  (BBK V2060),Jul 2021,Qualcomm Snapdragon 480 5G SM4350 (Holi),5000 mAh,8 GB,128 GB,48 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo S10 Pro 5G 2021 Premium Edition Dual SIM TD-LTE CN 256GB V2121A  (BBK V2121),Jul 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4050 mAh,12 GB,256 GB,108 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo iQOO 8 Pro 5G Premium Edition Dual SIM TD-LTE CN 256GB V2141A   (BBK V2141A),Aug 2021,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4500 mAh,12 GB,256 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 11 (R)
Vivo iQOO 8 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB V2141A  (BBK V2141A),Aug 2021,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4500 mAh,8 GB,256 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 11 (R)
Vivo iQOO 8 Pro 5G Premium Edition Dual SIM TD-LTE CN 512GB V2141A  (BBK V2141A),Aug 2021,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4500 mAh,12 GB,512 GB,50 MP,15 MP,1440x3200,AM-OLED,Google Android 11 (R)
Vivo iQOO 8 5G Standard Edition Dual SIM TD-LTE CN 128GB V2136A  (BBK V2136A),Aug 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4350 mAh,8 GB,128 GB,48 MP,15 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo iQOO 8 5G Premium Edition Dual SIM TD-LTE CN 256GB V2136A  (BBK V2136A),Aug 2021,Qualcomm Snapdragon 888 5G SM8350 (Lahaina),4350 mAh,12 GB,256 GB,48 MP,15 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo S10 Pro 5G 2021 Standard Edition Dual SIM TD-LTE CN 128GB V2121A  (BBK V2121),Aug 2021,MediaTek Dimensity 1100 MT6891Z/CZA,4050 mAh,8 GB,128 GB,108 MP,44 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo Y12G 2021 Dual SIM TD-LTE V1 IN ID 32GB V2068  (BBK V2033),Aug 2021,Qualcomm Snapdragon 439 SDM439,5000 mAh,3 GB,32 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y12G 2021 Dual SIM TD-LTE V1 IN 64GB V2068  (BBK V2033),Aug 2021,Qualcomm Snapdragon 439 SDM439,5000 mAh,3 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo X70 Pro+ 5G Premium Edition Global Dual SIM TD-LTE 256GB V2114  (BBK V2145A),Sep 2021,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4500 mAh,12 GB,256 GB,50 MP,32 MP,1440x3200,AM-OLED,Google Android 11 (R)
Vivo X70 5G Standard Edition Dual SIM TD-LTE CN 128GB V2133A   (BBK V2104),Sep 2021,MediaTek Dimensity 1200 MT6893,4400 mAh,8 GB,128 GB,40 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 5G Premium Edition Dual SIM TD-LTE CN 256GB V2133A  (BBK V2104),Sep 2021,MediaTek Dimensity 1200 MT6893,4400 mAh,12 GB,256 GB,40 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 5G Standard Edition Dual SIM TD-LTE CN 256GB V2133A  (BBK V2104),Sep 2021,MediaTek Dimensity 1200 MT6893,4400 mAh,8 GB,256 GB,40 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo Y21 2021 Dual SIM TD-LTE IN 128GB V2111  (BBK  V2111),Sep 2021,MediaTek Helio P35 MT6765,5000 mAh,4 GB,128 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21 2021 Dual SIM TD-LTE IN 64GB V2111  (BBK  V2111),Sep 2021,MediaTek Helio P35 MT6765,5000 mAh,4 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo X70 Pro 5G Standard Edition Dual SIM TD-LTE CN 128GB V2134A  (BBK V2134A),Sep 2021,Samsung Exynos 1080 5G S5E9815,4450 mAh,8 GB,128 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 Pro 5G Premium Edition Dual SIM TD-LTE CN 256GB V2134A  (BBK V2134A),Sep 2021,Samsung Exynos 1080 5G S5E9815,4450 mAh,12 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 Pro 5G Standard Edition Dual SIM TD-LTE CN 256GB V2134A  (BBK V2134A),Sep 2021,Samsung Exynos 1080 5G S5E9815,4450 mAh,8 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 Pro 5G Premium Edition Dual SIM TD-LTE CN 512GB V2134A  (BBK V2134A),Sep 2021,Samsung Exynos 1080 5G S5E9815,4450 mAh,12 GB,512 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 Pro+ 5G Premium Edition Dual SIM TD-LTE CN 256GB V2145A  (BBK V2145A),Sep 2021,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4500 mAh,12 GB,256 GB,50 MP,32 MP,1440x3200,AM-OLED,Google Android 11 (R)
Vivo X70 Pro+ 5G Premium Edition Dual SIM TD-LTE CN 512GB V2145A  (BBK V2145A),Sep 2021,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4500 mAh,12 GB,256 GB,50 MP,32 MP,1440x3200,AM-OLED,Google Android 11 (R)
Vivo X70 Pro+ 5G Standard Edition Dual SIM TD-LTE CN 256GB V2145A  (BBK V2145A),Sep 2021,Qualcomm Snapdragon 888+ 5G SM8350-AC (Lahaina),4500 mAh,8 GB,256 GB,50 MP,32 MP,1440x3200,AM-OLED,Google Android 11 (R)
Vivo X70 5G Premium Edition Global Dual SIM TD-LTE V2 128GB V2104  (BBK V2104),Sep 2021,MediaTek Dimensity 1200 MT6893,4400 mAh,8 GB,128 GB,40 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 Pro 5G Standard Edition Dual SIM TD-LTE V1 IN 128GB V2105  (BBK V2105),Sep 2021,MediaTek Dimensity 1200 MT6893,4450 mAh,8 GB,128 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 Pro 5G Premium Edition Dual SIM TD-LTE V1 IN 256GB V2105  (BBK V2105),Sep 2021,MediaTek Dimensity 1200 MT6893,4450 mAh,12 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 Pro 5G Premium Edition Global Dual SIM TD-LTE V2 256GB V2105  (BBK V2105),Sep 2021,MediaTek Dimensity 1200 MT6893,4450 mAh,12 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo X70 Pro 5G Standard Edition Dual SIM TD-LTE V1 IN 256GB V2105  (BBK V2105),Sep 2021,MediaTek Dimensity 1200 MT6893,4450 mAh,8 GB,256 GB,50 MP,32 MP,1080x2376,AM-OLED,Google Android 11 (R)
Vivo iQOO Z5 5G Standard Edition Dual SIM TD-LTE CN 128GB V2148A  (BBK V2148A),Oct 2021,Qualcomm Snapdragon 778G 5G SM7325,5000 mAh,8 GB,128 GB,63 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z5 5G Premium Edition Dual SIM TD-LTE CN 256GB V2148A  (BBK V2148A),Oct 2021,Qualcomm Snapdragon 778G 5G SM7325,5000 mAh,12 GB,256 GB,63 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
Vivo iQOO Z5 5G Standard Edition Dual SIM TD-LTE CN 256GB V2148A  (BBK V2148A),Oct 2021,Qualcomm Snapdragon 778G 5G SM7325,5000 mAh,8 GB,256 GB,63 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y20T 2021 Dual SIM TD-LTE IN 64GB V2129  (BBK V2065A),Oct 2021,Qualcomm Snapdragon 662 SM6115 (Bengal),5000 mAh,6 GB,64 GB,13 MP,8 MP,720x1600,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21s 2021 Standard Edition Dual SIM TD-LTE AU V4 V2110  (BBK V2109),Oct 2021,MediaTek Helio G80 MT6769V/CU,5000 mAh,8 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y33s 2021 Premium Edition Dual SIM TD-LTE IN V2 V2109  (BBK V2109),Oct 2021,MediaTek Helio G80 MT6769V/CU,5000 mAh,8 GB,128 GB,50 MP,15 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21s 2021 Premium Edition Dual SIM TD-LTE VN V3 V2110  (BBK V2109),Oct 2021,MediaTek Helio G80 MT6769V/CU,5000 mAh,6 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21s 2021 Standard Edition Dual SIM TD-LTE ID V1 V2110  (BBK V2109),Oct 2021,MediaTek Helio G80 MT6769V/CU,5000 mAh,8 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y21s 2021 Standard Edition Dual SIM TD-LTE VN SG V3 V2110  (BBK V2109),Oct 2021,MediaTek Helio G80 MT6769V/CU,5000 mAh,8 GB,128 GB,50 MP,8 MP,1080x2408,Color IPS TFT LCD,Google Android 11 (R)
Vivo Y71t 5G 2021 Dual SIM TD-LTE CN 128GB V2102A  (BBK V2102),Nov 2021,MediaTek Dimensity 810 MT6833P,4000 mAh,8 GB,128 GB,63 MP,15 MP,1080x2400,AM-OLED,Google Android 11 (R)
Vivo T1 5G Standard Edition Dual SIM TD-LTE CN 128GB V2115A  (BBK V2148A),Nov 2021,Qualcomm Snapdragon 778G 5G SM7325,5000 mAh,8 GB,128 GB,63 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
Vivo T1 5G Premium Edition Dual SIM TD-LTE CN 256GB V2115A  (BBK V2148A),Nov 2021,Qualcomm Snapdragon 778G 5G SM7325,5000 mAh,12 GB,256 GB,63 MP,15 MP,1080x2400,Color IPS TFT LCD,Google Android 11 (R)
